date,nb_views,nb_votes
2011-02-25,47809,126
2011-02-26,164953,239
2011-02-27,51443,114
2011-02-28,86593,177
2011-03-01,65274,128
2011-03-02,13855,38
2011-03-03,41062,107
2011-03-04,61164,118
2011-03-05,174372,288
2011-03-06,116104,210
2011-03-07,73510,141
2011-03-08,54466,92
2011-03-09,22008,68
2011-03-10,72044,150
2011-03-11,100441,172
2011-03-12,105858,195
2011-03-13,53546,134
2011-03-14,108694,172
2011-03-15,94966,170
2011-03-16,68661,176
2011-03-17,36706,106
2011-03-18,44556,120
2011-03-19,32144,136
2011-03-20,128695,255
2011-03-21,319273,535
2011-03-22,100382,243
2011-03-23,116641,195
2011-03-24,85476,187
2011-03-25,111171,340
2011-03-26,94806,230
2011-03-27,57990,148
2011-03-28,38060,91
2011-03-29,70627,144
2011-03-30,170172,295
2011-03-31,41761,88
2011-04-01,135025,420
2011-04-02,117843,314
2011-04-03,107053,214
2011-04-04,42404,124
2011-04-05,124414,220
2011-04-06,,
2011-04-07,98521,199
2011-04-08,59506,150
2011-04-09,75966,200
2011-04-10,18308,64
2011-04-11,62856,175
2011-04-12,67693,154
2011-04-13,176579,446
2011-04-14,69789,231
2011-04-15,379203,498
2011-04-16,120325,270
2011-04-17,62477,133
2011-04-18,149901,302
2011-04-19,78425,158
2011-04-20,31645,102
2011-04-21,75855,178
2011-04-22,49513,79
2011-04-23,105804,263
2011-04-24,99723,227
2011-04-25,52496,145
2011-04-26,48928,128
2011-04-27,105897,246
2011-04-28,445322,851
2011-04-29,93461,204
2011-04-30,30371,89
2011-05-01,62256,201
2011-05-02,48473,137
2011-05-03,44670,45
2011-05-04,70242,190
2011-05-05,111724,267
2011-05-06,80321,207
2011-05-07,152842,418
2011-05-08,104232,230
2011-05-09,58351,227
2011-05-10,15538,58
2011-05-11,108566,179
2011-05-12,58268,151
2011-05-13,58714,190
2011-05-14,36115,79
2011-05-15,68084,251
2011-05-16,26952,72
2011-05-17,22850,128
2011-05-18,68938,176
2011-05-19,46255,130
2011-05-20,86868,202
2011-05-21,25609,75
2011-05-22,63610,83
2011-05-23,60580,109
2011-05-24,49219,155
2011-05-25,77353,184
2011-05-26,67188,175
2011-05-27,47810,134
2011-05-28,49431,100
2011-05-29,68352,160
2011-05-30,50788,157
2011-05-31,45441,115
2011-06-01,26068,62
2011-06-02,71618,182
2011-06-03,87589,282
2011-06-04,42269,97
2011-06-05,53066,131
2011-06-06,67653,164
2011-06-07,57084,147
2011-06-08,74678,172
2011-06-09,93687,393
2011-06-10,64878,196
2011-06-11,90565,193
2011-06-12,50911,136
2011-06-13,74335,161
2011-06-14,92047,203
2011-06-15,25246,75
2011-06-16,36811,116
2011-06-17,5365,23
2011-06-18,77952,142
2011-06-19,104762,183
2011-06-20,97908,198
2011-06-21,35510,84
2011-06-22,51802,145
2011-06-23,36698,84
2011-06-24,52871,110
2011-06-25,71120,174
2011-06-26,74199,150
2011-06-27,40850,92
2011-06-28,94160,146
2011-06-29,67818,194
2011-06-30,38007,143
2011-07-01,124242,258
2011-07-02,54553,149
2011-07-03,116551,239
2011-07-04,18139,33
2011-07-05,43668,128
2011-07-06,60694,183
2011-07-07,44061,115
2011-07-08,94210,177
2011-07-09,58447,154
2011-07-10,12840,54
2011-07-11,75133,145
2011-07-12,77112,185
2011-07-13,80447,171
2011-07-14,38572,98
2011-07-15,66623,208
2011-07-16,43211,107
2011-07-17,50782,144
2011-07-18,85062,182
2011-07-19,58194,147
2011-07-20,67218,140
2011-07-21,18320,68
2011-07-22,54812,149
2011-07-23,50296,92
2011-07-24,70454,170
2011-07-25,50260,157
2011-07-26,38074,145
2011-07-27,63669,173
2011-07-28,55067,126
2011-07-29,164486,258
2011-07-30,68204,179
2011-07-31,47599,92
2011-08-01,65280,166
2011-08-02,109142,185
2011-08-03,86550,160
2011-08-04,82955,278
2011-08-05,169873,194
2011-08-06,18719,64
2011-08-07,116597,220
2011-08-08,85083,184
2011-08-09,99556,166
2011-08-10,113840,168
2011-08-11,136566,283
2011-08-12,63832,138
2011-08-13,52473,99
2011-08-14,92780,144
2011-08-15,51038,166
2011-08-16,60789,171
2011-08-17,84050,171
2011-08-18,39978,106
2011-08-19,25033,85
2011-08-20,191413,227
2011-08-21,23228,53
2011-08-22,37729,69
2011-08-23,37632,90
2011-08-24,105831,134
2011-08-25,47330,105
2011-08-26,48228,92
2011-08-27,39706,96
2011-08-28,26082,85
2011-08-29,46676,91
2011-08-30,37112,80
2011-08-31,70669,204
2011-09-01,103599,195
2011-09-02,71035,181
2011-09-03,98971,219
2011-09-04,45020,128
2011-09-05,56862,125
2011-09-06,112934,179
2011-09-07,135056,185
2011-09-08,22572,58
2011-09-09,153332,235
2011-09-10,21441,62
2011-09-11,57670,156
2011-09-12,10119,40
2011-09-13,45486,88
2011-09-14,22071,78
2011-09-15,97584,160
2011-09-16,156672,226
2011-09-17,109067,230
2011-09-18,39049,110
2011-09-19,52537,148
2011-09-20,76875,135
2011-09-21,271337,610
2011-09-22,78408,167
2011-09-23,30549,100
2011-09-24,35992,96
2011-09-25,55134,177
2011-09-26,91191,273
2011-09-27,,
2011-09-28,24234,87
2011-09-29,94886,179
2011-09-30,40608,142
2011-10-01,52865,167
2011-10-02,38335,96
2011-10-03,140098,189
2011-10-04,137295,368
2011-10-05,73473,120
2011-10-06,71458,128
2011-10-07,42941,71
2011-10-08,68453,151
2011-10-09,19346,53
2011-10-10,75988,105
2011-10-11,16727,64
2011-10-12,121172,228
2011-10-13,75819,168
2011-10-14,109502,293
2011-10-15,81507,190
2011-10-16,35257,102
2011-10-17,132382,175
2011-10-18,52130,157
2011-10-19,150951,245
2011-10-20,111417,236
2011-10-21,75856,147
2011-10-22,84029,162
2011-10-23,115405,210
2011-10-24,108021,182
2011-10-25,40672,128
2011-10-26,70804,192
2011-10-27,101547,125
2011-10-28,80430,136
2011-10-29,22634,67
2011-10-30,67396,200
2011-10-31,102718,123
2011-11-01,115839,168
2011-11-02,63122,158
2011-11-03,22429,59
2011-11-04,253308,547
2011-11-05,36378,115
2011-11-06,55489,157
2011-11-07,36747,92
2011-11-08,131432,257
2011-11-09,,
2011-11-10,57702,113
2011-11-11,53384,166
2011-11-12,9502,24
2011-11-13,520465,398
2011-11-14,94655,173
2011-11-15,82844,212
2011-11-16,139916,137
2011-11-17,123310,110
2011-11-18,163142,197
2011-11-19,47445,109
2011-11-20,37041,136
2011-11-21,37398,84
2011-11-22,61560,142
2011-11-23,70200,160
2011-11-24,37274,88
2011-11-25,284126,313
2011-11-26,45268,102
2011-11-27,190629,228
2011-11-28,59006,155
2011-11-29,109000,181
2011-11-30,15481,63
2011-12-01,45098,116
2011-12-02,96650,200
2011-12-03,39361,95
2011-12-04,132708,324
2011-12-05,50231,121
2011-12-06,4290,64
2011-12-07,90296,190
2011-12-08,138236,294
2011-12-09,194089,220
2011-12-10,21066,76
2011-12-11,111470,229
2011-12-12,22566,67
2011-12-13,51226,171
2011-12-14,43436,79
2011-12-15,72896,163
2011-12-16,21485,78
2011-12-17,34722,104
2011-12-18,68990,95
2011-12-19,123325,257
2011-12-20,59699,151
2011-12-21,93918,179
2011-12-22,59114,127
2011-12-23,84047,177
2011-12-24,135915,207
2011-12-25,101768,201
2011-12-26,53899,95
2011-12-27,21702,90
2011-12-28,27546,77
2011-12-29,70561,162
2011-12-30,27725,134
2011-12-31,29151,89
2012-01-01,135336,205
2012-01-02,64052,136
2012-01-03,66003,188
2012-01-04,43625,133
2012-01-05,102657,198
2012-01-06,26886,101
2012-01-07,6263,11
2012-01-08,43786,154
2012-01-09,88443,195
2012-01-10,49472,105
2012-01-11,46648,104
2012-01-12,101202,137
2012-01-13,131689,142
2012-01-14,155363,287
2012-01-15,101972,164
2012-01-16,107524,182
2012-01-17,61307,133
2012-01-18,145587,224
2012-01-19,99919,178
2012-01-20,59212,158
2012-01-21,299154,393
2012-01-22,78446,52
2012-01-23,54594,115
2012-01-24,72044,178
2012-01-25,42859,100
2012-01-26,10644,31
2012-01-27,89582,178
2012-01-28,259507,508
2012-01-29,30542,65
2012-01-30,49904,133
2012-01-31,52486,114
2012-02-01,103099,217
2012-02-02,50676,71
2012-02-03,66491,158
2012-02-04,60383,114
2012-02-05,77928,259
2012-02-06,22944,74
2012-02-07,63397,154
2012-02-08,67742,120
2012-02-09,49803,61
2012-02-10,19390,93
2012-02-11,73432,123
2012-02-12,41870,82
2012-02-13,72970,204
2012-02-14,37840,69
2012-02-15,83878,174
2012-02-16,154061,283
2012-02-17,56845,225
2012-02-18,41819,100
2012-02-19,57492,136
2012-02-20,18216,91
2012-02-21,39011,111
2012-02-22,43987,107
2012-02-23,17307,47
2012-02-24,33655,67
2012-02-25,46796,103
2012-02-26,65136,152
2012-02-27,83215,141
2012-02-28,42200,105
2012-02-29,46437,96
2012-03-01,16534,35
2012-03-02,179378,266
2012-03-03,86265,221
2012-03-04,36690,71
2012-03-05,36572,74
2012-03-06,109973,208
2012-03-07,105999,162
2012-03-08,19606,60
2012-03-09,51067,124
2012-03-10,92537,177
2012-03-11,62600,121
2012-03-12,31314,73
2012-03-13,107880,173
2012-03-14,90593,216
2012-03-15,93664,130
2012-03-16,59728,135
2012-03-17,120752,120
2012-03-18,47516,115
2012-03-19,110589,220
2012-03-20,49542,73
2012-03-21,10619,30
2012-03-22,46613,64
2012-03-23,23258,67
2012-03-24,187107,117
2012-03-25,30342,84
2012-03-26,36045,78
2012-03-27,64956,142
2012-03-28,39528,45
2012-03-29,38550,71
2012-03-30,88694,242
2012-03-31,60168,133
2012-04-01,51043,109
2012-04-02,124779,126
2012-04-03,60918,149
2012-04-04,83392,156
2012-04-05,29880,66
2012-04-06,89503,102
2012-04-07,103653,209
2012-04-08,68273,167
2012-04-09,107525,197
2012-04-10,113956,230
2012-04-11,36265,79
2012-04-12,11255,24
2012-04-13,115902,131
2012-04-14,44380,124
2012-04-15,26835,41
2012-04-16,22142,54
2012-04-17,20461,54
2012-04-18,27570,53
2012-04-19,29158,83
2012-04-20,48992,94
2012-04-21,65369,98
2012-04-22,61201,104
2012-04-23,27035,54
2012-04-24,48833,78
2012-04-25,61587,92
2012-04-26,74348,131
2012-04-27,82424,229
2012-04-28,31935,80
2012-04-29,45283,62
2012-04-30,26344,53
2012-05-01,64342,128
2012-05-02,71459,128
2012-05-03,137515,197
2012-05-04,32718,66
2012-05-05,23664,65
2012-05-06,31385,42
2012-05-07,18186,42
2012-05-08,60478,138
2012-05-09,28378,90
2012-05-10,62071,96
2012-05-11,21197,50
2012-05-12,51147,95
2012-05-13,6676,40
2012-05-14,66365,146
2012-05-15,33944,69
2012-05-16,141429,108
2012-05-17,66405,129
2012-05-18,50001,106
2012-05-19,43645,73
2012-05-20,33484,54
2012-05-21,78613,127
2012-05-22,65381,133
2012-05-23,97423,188
2012-05-24,56708,138
2012-05-25,74291,121
2012-05-26,85053,171
2012-05-27,26595,61
2012-05-28,16364,53
2012-05-29,67437,146
2012-05-30,60892,115
2012-05-31,32973,55
2012-06-01,41346,75
2012-06-02,38576,100
2012-06-03,78259,156
2012-06-04,37766,70
2012-06-05,38878,85
2012-06-06,44217,109
2012-06-07,55373,102
2012-06-08,31627,58
2012-06-09,19307,74
2012-06-10,35032,46
2012-06-11,197231,258
2012-06-12,82935,167
2012-06-13,125950,184
2012-06-14,26864,58
2012-06-15,124130,168
2012-06-16,97454,144
2012-06-17,27732,65
2012-06-18,53963,82
2012-06-19,42104,58
2012-06-20,16340,43
2012-06-21,24658,73
2012-06-22,21013,51
2012-06-23,21785,58
2012-06-24,26789,66
2012-06-25,20760,52
2012-06-26,31469,56
2012-06-27,33354,80
2012-06-28,52507,99
2012-06-29,52708,110
2012-06-30,49790,101
2012-07-01,21538,55
2012-07-02,35981,96
2012-07-03,65253,143
2012-07-04,27582,65
2012-07-05,47616,62
2012-07-06,41866,95
2012-07-07,196318,190
2012-07-08,57370,108
2012-07-09,38841,72
2012-07-10,77022,138
2012-07-11,96955,147
2012-07-12,79049,51
2012-07-13,40777,116
2012-07-14,60336,97
2012-07-15,36314,87
2012-07-16,93449,97
2012-07-17,43762,119
2012-07-18,67116,112
2012-07-19,65228,128
2012-07-20,53125,116
2012-07-21,25033,55
2012-07-22,27612,46
2012-07-23,91552,75
2012-07-24,71791,101
2012-07-25,26833,59
2012-07-26,91915,152
2012-07-27,95026,116
2012-07-28,45587,90
2012-07-29,56956,109
2012-07-30,26951,57
2012-07-31,64319,142
2012-08-01,56624,133
2012-08-02,54342,96
2012-08-03,47959,89
2012-08-04,40937,101
2012-08-05,53756,147
2012-08-06,45042,78
2012-08-07,72591,102
2012-08-08,43653,83
2012-08-09,17051,43
2012-08-10,29537,59
2012-08-11,45031,102
2012-08-12,39985,108
2012-08-13,74329,132
2012-08-14,98558,133
2012-08-15,62811,80
2012-08-16,37555,88
2012-08-17,80760,207
2012-08-18,60210,132
2012-08-19,113256,158
2012-08-20,41935,79
2012-08-21,35352,64
2012-08-22,70375,155
2012-08-23,35147,80
2012-08-24,17988,44
2012-08-25,38286,90
2012-08-26,86226,77
2012-08-27,122586,241
2012-08-28,16987,78
2012-08-29,57618,121
2012-08-30,18799,56
2012-08-31,36788,67
2012-09-01,44165,84
2012-09-02,35863,73
2012-09-03,35267,85
2012-09-04,70884,127
2012-09-05,47245,101
2012-09-06,150545,108
2012-09-07,43465,72
2012-09-08,57467,95
2012-09-09,32942,59
2012-09-10,110287,175
2012-09-11,47465,90
2012-09-12,48771,65
2012-09-13,44754,80
2012-09-14,118298,142
2012-09-15,25464,59
2012-09-16,46006,80
2012-09-17,30433,53
2012-09-18,35634,72
2012-09-19,56458,83
2012-09-20,25626,70
2012-09-21,43816,70
2012-09-22,31270,69
2012-09-23,90442,115
2012-09-24,76521,135
2012-09-25,45375,94
2012-09-26,24302,55
2012-09-27,56874,94
2012-09-28,42038,82
2012-09-29,70069,97
2012-09-30,47861,100
2012-10-01,79116,123
2012-10-02,38238,67
2012-10-03,62253,102
2012-10-04,16040,32
2012-10-05,64646,132
2012-10-06,31773,68
2012-10-07,45026,85
2012-10-08,66678,107
2012-10-09,59228,88
2012-10-10,76772,144
2012-10-11,30585,73
2012-10-12,23007,62
2012-10-13,54046,93
2012-10-14,32010,67
2012-10-15,84038,86
2012-10-16,26693,57
2012-10-17,33768,67
2012-10-18,22393,48
2012-10-19,59926,75
2012-10-20,35245,68
2012-10-21,14274,36
2012-10-22,41206,84
2012-10-23,43780,84
2012-10-24,40910,67
2012-10-25,48572,66
2012-10-26,82723,146
2012-10-27,62360,74
2012-10-28,12027,24
2012-10-29,47360,75
2012-10-30,76954,113
2012-10-31,45215,87
2012-11-01,32796,56
2012-11-02,32181,71
2012-11-03,43077,72
2012-11-04,67454,149
2012-11-05,49790,114
2012-11-06,32932,72
2012-11-07,55724,82
2012-11-08,69543,112
2012-11-09,36194,72
2012-11-10,51233,99
2012-11-11,29278,38
2012-11-12,27859,61
2012-11-13,45217,86
2012-11-14,29014,68
2012-11-15,22161,41
2012-11-16,34764,63
2012-11-17,53637,59
2012-11-18,43687,76
2012-11-19,30574,55
2012-11-20,48750,84
2012-11-21,7912,21
2012-11-22,23056,49
2012-11-23,74713,140
2012-11-24,49391,68
2012-11-25,75085,134
2012-11-26,31153,63
2012-11-27,17942,39
2012-11-28,107683,110
2012-11-29,58089,86
2012-11-30,43818,70
2012-12-01,28096,42
2012-12-02,25463,42
2012-12-03,28227,62
2012-12-04,52326,89
2012-12-05,32540,74
2012-12-06,32678,73
2012-12-07,36570,74
2012-12-08,34086,69
2012-12-09,99619,99
2012-12-10,31709,56
2012-12-11,88297,105
2012-12-12,39453,56
2012-12-13,39497,57
2012-12-14,52722,74
2012-12-15,24633,47
2012-12-16,72518,104
2012-12-17,23432,41
2012-12-18,19075,41
2012-12-19,61551,70
2012-12-20,36597,79
2012-12-21,37538,70
2012-12-22,55514,102
2012-12-23,55021,112
2012-12-24,49082,67
2012-12-25,44286,62
2012-12-26,32583,75
2012-12-27,38594,84
2012-12-28,36028,59
2012-12-29,31299,73
2012-12-30,61023,89
2012-12-31,50763,95
2013-01-01,25540,69
2013-01-02,38751,78
2013-01-03,54263,80
2013-01-04,37146,87
2013-01-05,52272,104
2013-01-06,35792,61
2013-01-07,32707,62
2013-01-08,29011,59
2013-01-09,30306,75
2013-01-10,35320,38
2013-01-11,12549,28
2013-01-12,32456,59
2013-01-13,11554,38
2013-01-14,32555,58
2013-01-15,13677,38
2013-01-16,47450,82
2013-01-17,50450,66
2013-01-18,39034,69
2013-01-19,22793,46
2013-01-20,34656,63
2013-01-21,44840,88
2013-01-22,36251,107
2013-01-23,49421,84
2013-01-24,46935,80
2013-01-25,13327,45
2013-01-26,43106,74
2013-01-27,39720,91
2013-01-28,37927,79
2013-01-29,68946,77
2013-01-30,24286,49
2013-01-31,29514,55
2013-02-01,38027,54
2013-02-02,58902,114
2013-02-03,29422,56
2013-02-04,26025,50
2013-02-05,17808,41
2013-02-06,26046,58
2013-02-07,19373,42
2013-02-08,18254,36
2013-02-09,29739,60
2013-02-10,11037,24
2013-02-11,15707,35
2013-02-12,27707,57
2013-02-13,24008,56
2013-02-14,28822,79
2013-02-15,25146,62
2013-02-16,14187,44
2013-02-17,30995,58
2013-02-18,21164,43
2013-02-19,19181,44
2013-02-20,30234,68
2013-02-21,21028,43
2013-02-22,20675,45
2013-02-23,23052,53
